id,full_name,age,gender,model,color,performance,km,condition,price
4321,Chris Taylor,19,Non-binary,Gloria,Red,247,549349,bad,20469.48
4322,David Wilson,51,Male,Leaf,Yellow,49,569879,new,24694.56
4323,Chris Smith,59,Polygender,Gloria,Yellow,389,348924,new,34146.73
4324,Katie Wilson,54,Genderfluid,Quest,Orange,189,425145,very bad,6093.17
4325,Emily Taylor,33,Female,Rnessa,Green,5,464976,bad,49186.74
4326,Mike Brown,44,Genderfluid,Rnessa,Red,390,565465,bad,10029.29
4327,Emily Brown,63,Genderfluid,Pathfinder,Purple,310,346758,very good,32777.14
4328,David Williams,39,Female,Altima,Red,21,855335,bad,27708.72
4329,Sophie Moore,33,Non-binary,Avenir,Yellow,131,329606,old,19704.73
4330,David Jones,39,Non-binary,Pathfinder,Orange,312,478587,new,26557.2
4331,Jane Brown,43,Male,Quest,Green,385,659537,very bad,28254.53
4332,Jane Wilson,27,Genderfluid,Altima,Orange,216,268045,very bad,32164.01
4333,Sophie Smith,48,Genderfluid,Avenir,Silver,391,536176,old,48020.45
4334,Sophie Taylor,42,Polygender,March / Micra,Green,242,197178,bad,39268.22
4335,,,,,,,,,
4336,David Taylor,50,Female,Gloria,Red,391,961196,bad,49092.98
4337,Katie Wilson,25,Polygender,Pathfinder,Yellow,333,419445,very good,47248.63
4338,Sophie Johnson,49,Male,Avenir,Red,9,579383,new,35280.47
4339,Mike Miller,52,Male,Pathfinder,Red,135,761552,new,27399.92
4340,John Jones,21,Female,Juke,Gray,250,751817,very bad,46331.3
4341,Alex Davis,40,Female,Leaf,Green,194,166365,old,32932.71
4342,Laura Brown,31,Polygender,Rnessa,Orange,41,651852,new,37100.42
4343,,,,,,,,,
4344,Sophie Davis,26,Male,Leaf,Silver,109,698151,old,15292.32
4345,Jane Taylor,55,Genderfluid,Rnessa,Green,28,265652,old,31398.16
4346,Jane Wilson,44,Male,Rnessa,Yellow,389,239092,old,7657
4347,Laura Smith,40,Non-binary,Avenir,Orange,152,430660,very bad,27716.38
4348,Chris Johnson,45,Female,March / Micra,Blue,206,267393,new,36732.05
4349,Alex Smith,61,Genderfluid,Rnessa,Green,166,156220,old,21990.26
4350,Mike Wilson,27,Polygender,Altima,Yellow,251,531956,new,26313.25
4351,John Miller,39,Non-binary,Gloria,White,230,611460,very bad,9203.92
4352,Mike Miller,20,Polygender,Altima,Black,1,79400,very bad,19174.41
4353,Laura Johnson,48,Male,Juke,Blue,291,674373,old,29741.26
4354,David Jones,41,Female,March / Micra,Orange,127,881488,new,19084.51
4355,Katie Williams,55,Non-binary,Quest,Silver,33,394480,very good,8539.92
4356,Laura Johnson,28,Male,Gloria,Gray,360,809391,old,36581.33
4357,Laura Davis,51,Female,Maxima,White,235,114571,very bad,19822.54
4358,Alex Williams,49,Male,Pathfinder,Yellow,198,668096,old,19544.21
4359,Laura Moore,36,Non-binary,Rnessa,Gray,362,675119,bad,19484.81
4360,Chris Brown,59,Genderfluid,Juke,Orange,221,349721,old,30944.62
4361,Laura Jones,21,Polygender,Gloria,Silver,333,658376,old,32510.79
4362,Katie Wilson,63,Female,Juke,Red,162,215871,new,21868.56
4363,,,,,,,,,
4364,,,,,,,,,
4365,Emily Jones,35,Female,Gloria,Orange,377,688974,old,7024.03
4366,Chris Brown,22,Polygender,Pathfinder,Black,21,379626,very good,34356.93
4367,,,,,,,,,
4368,Emily Johnson,61,Genderfluid,Pathfinder,Silver,230,566054,old,18894.11
4369,Laura Wilson,43,Female,Gloria,Silver,104,629768,very good,21529.65
4370,,,,,,,,,
4371,Chris Johnson,29,Female,Altima,White,80,467126,new,12139.36
4372,Katie Johnson,26,Male,Rnessa,Green,352,873846,very good,12824.15
4373,Sophie Moore,21,Genderfluid,Gloria,Silver,145,690486,old,30732.05
4374,,,,,,,,,
4375,Katie Smith,20,Female,Altima,Purple,130,702929,new,10401.71
4376,Alex Brown,34,Genderfluid,Pathfinder,Silver,133,990978,new,22389.71
4377,Jane Moore,23,Genderfluid,Altima,Yellow,120,704476,very good,12788.85
4378,Jane Taylor,64,Non-binary,Pathfinder,Red,12,795685,very good,14819.84
4379,,,,,,,,,
4380,Alex Moore,34,Non-binary,Maxima,White,353,832839,very bad,26329.14
4381,David Miller,43,Non-binary,Quest,Blue,192,602270,very bad,16198.03
4382,Jane Miller,21,Non-binary,Pathfinder,Purple,214,230312,very bad,41987.53
4383,Mike Moore,33,Genderfluid,Altima,White,66,903362,new,10619.96
4384,Laura Miller,69,Male,Rnessa,Purple,92,10862,old,8942.65
4385,Katie Miller,63,Non-binary,Leaf,Red,256,929149,new,30291.99
4386,David Taylor,30,Male,Quest,White,95,580831,very bad,48673.06
4387,Jane Brown,20,Genderfluid,Maxima,Silver,253,937989,very good,6993.51
4388,David Miller,22,Male,Avenir,Blue,364,406878,new,10806.19
4389,John Davis,56,Female,Leaf,Gray,193,595937,bad,10288.43
4390,John Miller,49,Non-binary,Altima,Purple,310,96645,new,12327.45
4391,Alex Moore,19,Non-binary,Leaf,Yellow,138,307308,very good,36846.84
4392,Chris Davis,21,Female,Leaf,Yellow,214,202064,bad,9354.83
4393,Laura Johnson,45,Non-binary,Gloria,Black,109,926931,very bad,8628.07
4394,Laura Moore,34,Polygender,Quest,Blue,156,72092,very good,31214.44
4395,,,,,,,,,
4396,Katie Jones,60,Non-binary,Leaf,Orange,77,364850,old,12559.73
4397,Laura Smith,49,Female,Leaf,Green,215,427596,new,49623.86
4398,,,,,,,,,
4399,Alex Moore,62,Female,Gloria,Yellow,328,855353,new,20505.57
4400,Katie Brown,67,Non-binary,Rnessa,Yellow,299,667240,bad,45375.98
4401,Katie Jones,49,Male,March / Micra,Blue,1,957306,very good,28400.88
4402,Mike Taylor,26,Genderfluid,Pathfinder,White,22,197668,old,32616.5
4403,David Brown,36,Non-binary,Gloria,Green,190,185539,old,8685.28
4404,John Jones,40,Non-binary,Avenir,Green,105,458896,new,31948.11
4405,John Smith,68,Genderfluid,Leaf,Red,397,215077,new,31274.86
4406,Jane Jones,30,Male,Avenir,Gray,311,190661,new,40827.22
4407,Sophie Brown,20,Genderfluid,Quest,Black,344,225893,very good,19974.02
4408,David Brown,58,Female,March / Micra,Black,21,44000,new,42474.06
4409,,,,,,,,,
4410,Katie Wilson,39,Female,Maxima,Red,125,709108,old,33925.2
4411,Emily Brown,45,Male,Quest,White,148,459956,very bad,36401.36
4412,,,,,,,,,
4413,Emily Moore,38,Genderfluid,March / Micra,White,120,64730,very good,41076.84
4414,Chris Smith,48,Genderfluid,Rnessa,Silver,290,785599,new,25913.59
4415,Laura Smith,67,Polygender,Maxima,Purple,105,848739,new,37061.15
4416,John Williams,46,Female,Quest,Red,188,455098,bad,17754.43
4417,Emily Miller,20,Male,Rnessa,White,127,498772,new,33060.83
4418,Jane Miller,53,Polygender,March / Micra,Purple,292,956956,bad,34636.76
4419,Sophie Johnson,46,Polygender,Leaf,White,28,318024,bad,26557.44
4420,Sophie Miller,32,Polygender,Juke,Yellow,110,656987,new,34159.8
4421,Emily Brown,43,Non-binary,March / Micra,Silver,3,806959,bad,41705.03
4422,Alex Davis,53,Non-binary,Gloria,Red,230,216725,new,37019
4423,Sophie Smith,63,Female,Gloria,Blue,238,390381,very good,19198.78
4424,Katie Jones,65,Male,Maxima,Black,225,158494,very bad,45497.82
4425,,,,,,,,,
4426,,,,,,,,,
4427,John Davis,60,Male,Leaf,Red,11,316272,very good,23959.99
4428,Chris Johnson,25,Male,Leaf,Green,119,152479,bad,46104.67
4429,Sophie Davis,38,Female,Altima,Black,279,475663,old,33296.77
4430,Mike Johnson,62,Polygender,Rnessa,Silver,118,366890,new,46216.64
4431,,,,,,,,,
4432,Alex Jones,21,Male,Maxima,Orange,311,390494,very good,27856.98
4433,Jane Brown,26,Female,Juke,Black,102,73262,new,13009.84
4434,Mike Taylor,43,Female,Gloria,White,69,62837,old,13559.19
4435,Katie Moore,22,Female,Altima,Blue,293,630144,old,21520.81
4436,Alex Moore,24,Genderfluid,Pathfinder,Gray,55,112040,old,46593.8
4437,Emily Williams,29,Genderfluid,Altima,Orange,127,588996,bad,42230.3
4438,Chris Moore,32,Polygender,March / Micra,Blue,310,276985,bad,45542.92
4439,Chris Davis,49,Non-binary,Rnessa,Silver,334,899099,new,18895.23
4440,,,,,,,,,
4441,Laura Brown,62,Male,Juke,Yellow,87,541408,bad,38768.64
4442,David Taylor,51,Genderfluid,Pathfinder,Silver,343,380262,old,48732.38
4443,Katie Brown,22,Male,Altima,Blue,363,981662,very good,18329.3
4444,Chris Jones,54,Male,Gloria,Orange,110,442021,bad,40730.49
4445,Laura Williams,50,Non-binary,Gloria,White,244,239378,very bad,38524.74
4446,Emily Wilson,33,Female,Maxima,Yellow,171,47717,bad,7513.85
4447,Jane Smith,29,Male,Maxima,Black,160,455702,new,34298.78
4448,Alex Johnson,44,Non-binary,Juke,Silver,39,244031,very bad,10277.78
4449,John Miller,24,Genderfluid,Quest,Black,183,512492,very good,42324.34
4450,Katie Jones,33,Female,Quest,Orange,168,84034,very good,47149.5
4451,Katie Moore,45,Female,Quest,Silver,326,698595,very good,29326.57
4452,John Brown,35,Genderfluid,Rnessa,Orange,230,112279,very good,9066.72
4453,Jane Brown,50,Polygender,Rnessa,Red,182,336479,bad,34481.35
4454,Katie Davis,22,Polygender,Avenir,Blue,82,76026,old,38605.46
4455,John Williams,18,Genderfluid,Quest,White,37,940065,very bad,45332.96
4456,Mike Smith,60,Male,Leaf,Red,103,504715,very bad,33864.58
4457,Alex Moore,33,Genderfluid,Avenir,White,209,700346,new,43754.63
4458,Sophie Smith,45,Polygender,Altima,Red,129,996199,very bad,48683.35
4459,Laura Taylor,44,Polygender,Altima,Silver,61,46295,old,36169.88
4460,Jane Taylor,35,Female,Quest,Red,2,359051,old,37471
4461,Alex Johnson,57,Genderfluid,Avenir,Yellow,234,185651,bad,33736.17
4462,Sophie Smith,50,Polygender,Avenir,Silver,275,383209,old,23379.65
4463,David Davis,46,Female,Juke,Green,172,120303,new,15935.02
4464,Chris Williams,47,Non-binary,Quest,White,21,179994,bad,47414.24
4465,Jane Taylor,63,Polygender,Quest,White,24,14740,very good,38790.16
4466,Sophie Brown,50,Female,Altima,Blue,319,244154,very bad,37337.35
4467,Katie Moore,20,Male,Gloria,Silver,332,658774,bad,19846.03
4468,Sophie Williams,27,Genderfluid,Altima,Gray,251,388312,very bad,27081.22
4469,Katie Jones,31,Genderfluid,Altima,Silver,7,615628,new,31780.08
4470,Jane Davis,37,Female,Quest,Gray,121,872819,very good,14560.12
4471,,,,,,,,,
4472,,,,,,,,,
4473,Jane Moore,63,Genderfluid,Juke,Orange,349,626051,bad,13198.98
4474,Emily Taylor,37,Non-binary,Quest,Purple,321,36522,very bad,42773.51
4475,Alex Brown,57,Polygender,Rnessa,White,218,990953,very good,14866.07
4476,Mike Wilson,20,Polygender,Rnessa,Yellow,344,110543,old,20558.17
4477,David Smith,63,Female,Avenir,Gray,193,216637,new,45584.2
4478,Mike Miller,42,Non-binary,Avenir,Gray,333,51365,bad,36983.85
4479,Chris Davis,67,Polygender,Gloria,Gray,181,685199,old,20034.56
4480,Katie Wilson,21,Female,Gloria,Blue,36,623506,bad,32414.93
4481,Emily Smith,20,Non-binary,March / Micra,Black,13,115960,very bad,42720.81
4482,Chris Davis,21,Genderfluid,Pathfinder,Black,382,258392,very good,40042.4
4483,,,,,,,,,
4484,Emily Moore,53,Polygender,Quest,Green,12,553426,very good,16366
4485,Jane Jones,52,Male,Leaf,Green,65,975845,bad,10100.01
4486,Jane Brown,23,Genderfluid,Altima,Purple,200,171860,new,30894.97
4487,Alex Moore,44,Male,Juke,Yellow,382,509706,new,25420.63
4488,Sophie Brown,57,Polygender,Quest,Blue,179,51557,very bad,21670.84
4489,John Smith,37,Polygender,Gloria,Black,176,880790,very good,41401.32
4490,Alex Jones,27,Male,Avenir,Red,195,373427,very bad,24014.99
4491,Jane Smith,47,Genderfluid,Pathfinder,Blue,353,96532,very good,6080.02
4492,John Moore,26,Genderfluid,Quest,Green,381,280662,bad,18234.21
4493,Katie Johnson,46,Genderfluid,Quest,Red,370,415861,new,30149.22
4494,,,,,,,,,
4495,Chris Taylor,60,Polygender,Juke,Silver,95,739278,new,37821.13
4496,Emily Miller,50,Female,Maxima,Orange,364,705547,very good,19416.5
4497,Sophie Jones,45,Genderfluid,Leaf,Yellow,47,460612,new,27665.35
4498,Chris Brown,25,Non-binary,Avenir,Green,281,484658,new,21222.31
4499,David Johnson,31,Female,Juke,Green,157,622454,new,9214.69
4500,Alex Miller,27,Non-binary,Pathfinder,Blue,173,872107,new,10962.41
4501,David Jones,68,Genderfluid,Rnessa,White,264,258514,very bad,7677.19
4502,David Johnson,51,Non-binary,Leaf,Green,287,219097,very bad,23821.45
4503,Sophie Williams,25,Non-binary,Juke,Red,20,235182,very good,10458.29
4504,John Smith,67,Non-binary,Rnessa,White,136,154591,very bad,31479.34
4505,Alex Taylor,66,Female,Altima,Yellow,116,453396,old,45795.1
4506,John Miller,41,Non-binary,Leaf,Silver,334,738623,new,22635.46
4507,John Taylor,63,Genderfluid,Pathfinder,Red,68,264819,bad,28184.68
4508,Laura Davis,28,Genderfluid,Avenir,Gray,203,811944,new,9362.39
4509,Emily Jones,56,Male,Avenir,Gray,266,402238,bad,35098.56
4510,Mike Johnson,18,Female,Juke,Blue,271,844798,old,12991.78
4511,David Davis,57,Non-binary,Pathfinder,White,153,421644,very bad,28623.55
4512,David Jones,44,Genderfluid,Quest,Purple,143,323336,new,6553.37
4513,Laura Williams,43,Genderfluid,Rnessa,Yellow,187,696158,new,33378.11
4514,Emily Jones,33,Genderfluid,Leaf,Black,285,824146,very good,32444.04
4515,Emily Moore,38,Non-binary,Avenir,Gray,123,862257,new,14102.44
4516,Emily Moore,67,Non-binary,Altima,Black,103,546075,bad,25667.56
4517,,,,,,,,,
4518,Mike Smith,34,Genderfluid,Altima,Red,363,988439,old,44952.03
4519,Chris Moore,57,Genderfluid,Leaf,White,54,750470,old,30004.82
4520,Laura Williams,39,Polygender,Leaf,Yellow,125,604426,very bad,23290.75
4521,,,,,,,,,
4522,David Jones,43,Non-binary,Maxima,Orange,328,754547,very good,49190.27
4523,Emily Smith,44,Male,Altima,Red,199,131478,new,44096.22
4524,Emily Brown,31,Female,Maxima,Purple,133,27187,bad,31963.06
4525,Chris Smith,27,Female,Leaf,Red,149,165715,new,25225.41
4526,Katie Miller,57,Polygender,March / Micra,Gray,363,353396,very good,30125.93
4527,Jane Johnson,25,Polygender,Quest,Gray,124,469216,old,49190.46
4528,Chris Miller,51,Genderfluid,Altima,Black,191,161635,very good,16038.41
4529,Laura Williams,66,Male,Leaf,Gray,391,753212,very bad,5642.17
4530,Laura Miller,60,Polygender,Altima,Gray,148,762845,bad,23948.52
4531,,,,,,,,,
4532,Sophie Smith,61,Polygender,Altima,Gray,67,996552,new,34315.99
4533,Katie Davis,52,Genderfluid,Leaf,Green,321,406356,old,13318.27
4534,,,,,,,,,
4535,Emily Smith,67,Polygender,Gloria,Gray,153,486686,very good,5306.56
4536,David Johnson,65,Non-binary,March / Micra,Silver,126,605422,very good,29831.04
4537,Alex Brown,37,Non-binary,Juke,Green,11,363755,very bad,23201.79
4538,Chris Moore,27,Male,Gloria,Blue,18,13620,new,27271.46
4539,John Davis,30,Female,Pathfinder,Black,38,320359,very good,6614.8
4540,Jane Taylor,22,Non-binary,Leaf,Red,207,470112,bad,42060.8
4541,Laura Jones,58,Male,Gloria,Yellow,98,897066,very good,40565.69
4542,Mike Williams,62,Male,Leaf,Gray,21,680028,bad,27637.46
4543,Jane Davis,26,Genderfluid,Pathfinder,Green,251,76613,very good,14837.17
4544,David Davis,62,Male,Pathfinder,Green,150,798675,bad,9542.86
4545,Sophie Smith,28,Male,Maxima,Black,308,430885,very good,30212.08
4546,David Miller,57,Genderfluid,Rnessa,Black,69,445547,old,36456.47
4547,Chris Smith,28,Female,Gloria,White,339,295591,new,45983.84
4548,David Moore,62,Male,Quest,Gray,336,103204,very bad,16722.47
4549,John Jones,30,Female,Pathfinder,Yellow,254,977564,old,11296.76
4550,,,,,,,,,
4551,Alex Miller,35,Genderfluid,Avenir,Yellow,33,336609,bad,35659.66
4552,Mike Brown,48,Non-binary,March / Micra,Gray,314,191989,old,12976.53
4553,Laura Brown,34,Male,Altima,Orange,392,372317,new,45664.25
4554,,,,,,,,,
4555,,,,,,,,,
4556,John Davis,64,Polygender,Pathfinder,White,18,701308,old,34349.81
4557,Chris Johnson,37,Genderfluid,Quest,Blue,339,837429,old,42971.4
4558,Chris Miller,28,Female,Quest,Purple,149,474696,very bad,7675.45
4559,Chris Johnson,42,Male,Leaf,Gray,55,310878,bad,32837.88
4560,John Smith,65,Female,Altima,Red,159,772489,bad,9379.43
4561,Mike Jones,68,Genderfluid,Quest,Yellow,251,829590,new,27650.58
4562,Sophie Williams,49,Genderfluid,Altima,Blue,102,75033,very good,28045.69
4563,Sophie Moore,66,Female,Rnessa,Blue,326,284358,bad,38993.43
4564,John Williams,44,Male,Leaf,White,165,250834,new,29662.56
4565,,,,,,,,,
4566,,,,,,,,,
4567,Mike Davis,56,Non-binary,Maxima,Yellow,349,766742,very bad,26768.36
4568,Alex Moore,66,Non-binary,Maxima,Red,173,246369,old,7556.45
4569,Chris Williams,54,Genderfluid,Gloria,Red,244,791512,old,8144.99
4570,Katie Wilson,67,Genderfluid,Quest,White,264,49612,very bad,5660.38
4571,Mike Smith,26,Male,Pathfinder,Red,183,399329,new,28762.61
4572,Mike Moore,37,Non-binary,Leaf,Silver,340,321483,bad,12475
4573,Laura Taylor,58,Genderfluid,Juke,Purple,342,708534,very good,9708.85
4574,John Taylor,67,Polygender,Gloria,Purple,310,461957,very bad,32601.56
4575,Mike Johnson,31,Genderfluid,Altima,Green,228,973821,bad,25849.04
4576,David Wilson,19,Genderfluid,Maxima,Green,75,744618,bad,18509.97
4577,Jane Moore,46,Genderfluid,March / Micra,Red,99,501803,new,6979.82
4578,Sophie Miller,58,Female,Leaf,Orange,310,597994,very bad,35650.78
4579,Laura Taylor,43,Polygender,Altima,Silver,327,283979,bad,5232.63
4580,Chris Jones,61,Male,Juke,Silver,305,586985,very good,30129.44
4581,Emily Miller,19,Genderfluid,Maxima,Yellow,174,311088,new,12380.14
4582,Jane Davis,42,Non-binary,Avenir,Red,374,219803,new,6521.92
4583,Jane Smith,45,Genderfluid,March / Micra,Blue,269,79997,very good,34953.46
4584,Jane Wilson,48,Male,Rnessa,Gray,374,571449,very good,45245.24
4585,David Davis,21,Genderfluid,Quest,Silver,216,699464,very bad,31271.36
4586,Katie Johnson,40,Male,March / Micra,White,124,345839,bad,36805.84
4587,Katie Taylor,29,Male,Avenir,Orange,74,926545,very bad,37947
4588,Chris Williams,42,Polygender,Maxima,Purple,268,421880,new,42926.36
4589,,,,,,,,,
4590,Laura Jones,38,Polygender,Leaf,White,357,41848,new,16221.85
4591,Sophie Davis,28,Genderfluid,Rnessa,Orange,123,491859,very good,23488.97
4592,Sophie Wilson,49,Polygender,Maxima,Yellow,178,5074,very good,23977.71
4593,Emily Brown,54,Non-binary,Pathfinder,Yellow,269,106073,old,40550.02
4594,Chris Miller,41,Female,Pathfinder,Blue,116,782512,bad,46467.19
4595,Katie Miller,41,Male,Maxima,Red,99,798022,bad,40009.66
4596,Katie Davis,23,Female,Maxima,Orange,90,592663,very bad,9627.54
4597,,,,,,,,,
4598,David Brown,57,Non-binary,Rnessa,Orange,202,363783,bad,7755.29
4599,Jane Taylor,56,Female,Rnessa,White,110,142742,new,36563.89
4600,,,,,,,,,
4601,Alex Brown,62,Non-binary,Quest,Green,54,596992,old,35356.48
4602,Katie Wilson,56,Genderfluid,Maxima,Gray,25,485122,new,47178.78
4603,Sophie Smith,54,Female,Pathfinder,Orange,48,979273,very good,19821.9
4604,Alex Jones,20,Male,Avenir,Black,196,983369,new,9623.4
4605,Sophie Brown,30,Non-binary,Pathfinder,Red,392,6022,very bad,18797.67
4606,Katie Taylor,38,Polygender,Leaf,Gray,209,626488,very bad,42882.32
4607,Emily Wilson,49,Female,Pathfinder,Black,93,761363,bad,10577.46
4608,David Moore,40,Female,Quest,Gray,131,893566,bad,35762.25
4609,,,,,,,,,
4610,Jane Moore,32,Genderfluid,Quest,Silver,106,429626,very bad,43865.92
4611,Katie Williams,38,Polygender,Pathfinder,Black,9,428574,bad,8043.63
4612,Jane Miller,51,Male,Rnessa,Orange,115,367268,bad,6041.4
4613,,,,,,,,,
4614,Chris Smith,27,Genderfluid,Rnessa,Red,388,636615,bad,30095.96
4615,,,,,,,,,
4616,Katie Johnson,56,Non-binary,Pathfinder,White,172,902174,very bad,11616.77
4617,Mike Jones,36,Male,Rnessa,Gray,68,478249,old,13538.18
4618,Chris Taylor,36,Non-binary,Gloria,Gray,69,872794,old,48733.36
4619,Mike Taylor,38,Male,Maxima,Orange,41,582366,new,43371.31
4620,Jane Johnson,49,Genderfluid,Juke,Yellow,108,218363,very good,9542.8
4621,David Wilson,23,Polygender,Maxima,Black,12,316460,new,23559.47
4622,Alex Brown,63,Male,Juke,Black,344,773685,very bad,33747.95
4623,David Taylor,68,Genderfluid,Quest,Gray,97,70350,bad,29016.27
4624,David Johnson,41,Polygender,March / Micra,Green,302,307267,new,31650.59
4625,Alex Smith,41,Polygender,March / Micra,Blue,232,123533,new,38025.95
4626,David Davis,38,Polygender,Altima,Blue,336,688469,new,27003.13
4627,Laura Brown,32,Non-binary,Leaf,Purple,304,490663,very bad,21035.46
4628,Emily Jones,29,Genderfluid,Rnessa,Gray,4,290286,very good,20784.59
4629,David Wilson,58,Genderfluid,Leaf,White,24,396489,very bad,32411.91
4630,Emily Miller,33,Non-binary,Leaf,Black,138,239618,very good,36874.8
4631,Jane Miller,20,Polygender,Quest,Silver,319,208562,new,24708.31
4632,Jane Miller,55,Female,Maxima,White,17,359497,very good,32788.65
4633,David Johnson,60,Polygender,Altima,Yellow,197,807251,old,40356.2
4634,John Jones,23,Non-binary,Quest,Blue,141,661525,very bad,42933.26
4635,Alex Smith,40,Non-binary,March / Micra,Yellow,165,566324,very good,17352.26
4636,Sophie Smith,58,Genderfluid,Avenir,Orange,369,614702,bad,24831.24
4637,Alex Smith,52,Polygender,Quest,Orange,49,566676,very good,19483.18
4638,Mike Johnson,21,Non-binary,Quest,Purple,168,439908,very bad,31792.08
4639,,,,,,,,,
4640,Katie Brown,52,Male,Altima,Yellow,211,557507,old,30775.71
4641,Laura Johnson,26,Female,Avenir,Gray,180,263238,new,5714.97
4642,Sophie Johnson,43,Polygender,Juke,Gray,106,826028,very bad,40604.78
4643,Emily Smith,55,Male,March / Micra,White,66,648165,very bad,20691.27
4644,David Jones,53,Female,Altima,Orange,319,482203,bad,29054.64
